Cost Center	Subject	Training Type	Course Code	Training Title	Session ID	Facility	Training Attendee Status	Registration Date	Transcript Assigned Date	Training Due Date	Part Name	Part Start Time	Part End Time	Part Time Zone	Completion Date	Last Transcript Status Change Date	Time in Training	Training Hours	Credit Hours	Provider	Version Number
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Learn BERT - essential NLP algorithm by Google			Completed	1/7/2025 21:32							1/12/2025 18:08	1/12/2025 18:08	364	5.5	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:05	4/8/2025 7:05						4/23/2025 15:15	4/23/2025 15:15	353	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		The Complete Guide to Becoming a Software Architect			In Progress	1/13/2025 21:30									0	5.82	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 21:51	2/1/2025 21:51						5/29/2025 20:01	5/29/2025 20:01	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:33						3/28/2025 16:15	5/14/2025 11:33	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:25	5/13/2025 12:25		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:25	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:24	5/14/2025 11:24		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:24	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:33	5/14/2025 11:33		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:33	72090	1.5	0	[SRI-Delhi]HR	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Node.js, Express, MongoDB & More: The Complete Bootcamp			In Progress	5/11/2025 21:30									0	42.22	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Quick Introduction to Postman and API Testing for Beginners			Completed	5/29/2025 11:54							5/29/2025 18:22	5/29/2025 18:22	192	3.18	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:56	4/8/2025 6:56						5/20/2025 19:15	5/20/2025 19:15	19	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Understanding APIs and RESTful APIs Crash Course			In Progress	1/29/2025 8:11									40	0.72	0	(Udemy) ???	
	 [Software R&D], Expertise	Online Content		Understanding Node.js: Core Concepts			In Progress	5/11/2025 21:30									0	71.38	0	(Udemy) ???	
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Chinese] Samsung lettermark guidelines(for DX sales&marketing)			Registered	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	0	0.42	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 21:52	2/1/2025 21:52						6/9/2025 10:20	6/9/2025 10:20	0	4	0	(SEU) S/W School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[English] Samsung lettermark guidelines(for DX sales&marketing)			Registered	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	0	0.42	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Korean] Samsung lettermark guidelines(for DX sales&marketing)			In Progress	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	1	0.42	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Spanish] Samsung lettermark guidelines(for DX sales&marketing)			Registered	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	0	0.42	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Online Class		[Vietnamese] Samsung lettermark guidelines(for DX sales&marketing)			Registered	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	0	0.42	0	(SEU) Sales&Marketing School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 14:48						3/26/2025 16:00	5/23/2025 14:48	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 14:48	5/23/2025 14:48		Budget Approval Training	3/26/2025 15:00	3/26/2025 16:00	IST	3/26/2025 16:00	5/23/2025 14:48	60	1	0	[SRI-Delhi]HR	1
	 [Business Strategy], [Business Strategy] Business Strategy/Industry Trends, Core	Online Class		Critical Thinking for Better Judgment and Decision-Making			In Progress	6/9/2025 16:46	6/9/2025 16:46							6/9/2025 16:47	0	0.93	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:56	4/8/2025 6:56						4/22/2025 9:33	4/22/2025 9:33	12	0.25	0	(SEU) Sales&Marketing School	1
	 [Mandatory(Compliance, EHS)], Core	Curriculum		Samsung lettermark guidelines(for DX sales & marketing)			In Progress	6/9/2025 16:45	6/9/2025 16:45							6/9/2025 16:45	0	2.08	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:36	2/1/2025 22:36							2/1/2025 22:36	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Financial acumen, Expertise	Online Content		Comprehensive Understanding of Mutual Funds as an Investment			In Progress	2/21/2025 15:10	2/21/2025 15:10							2/21/2025 15:10	18	5.5	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Microsoft Powerpoint, Expertise	Online Content		PowerPoint Training - Learn PowerPoint Presentations			Completed	1/22/2025 10:01	1/22/2025 10:01						1/23/2025 12:23	1/23/2025 12:23	409	11.63	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Prompt Engineering for Beginners - Learn ChatGPT Prompting			In Progress	2/28/2025 15:21	2/28/2025 15:21							2/28/2025 15:21	31	0.85	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	3/26/2025 7:18	3/26/2025 7:18						4/7/2025 12:07	4/7/2025 12:07	14	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/3/2025 14:58	4/3/2025 14:58							4/3/2025 14:58	0	5	0	(SEU) Sales&Marketing School	5
	 [Manufacturing], Expertise	Curriculum		SCM Advanced			In Progress	4/4/2025 15:06	4/4/2025 15:06							4/4/2025 15:06	0	13.55	0	(SEU) Production School	70
	 [Manufacturing], Expertise	Curriculum		SCM Basic			In Progress	4/4/2025 15:50	4/4/2025 15:50							4/4/2025 15:50	0	4.43	0	(SEU) Production School	47
	 [Marketing], [Sales], Expertise	Online Class		TIM overview			Registered	3/13/2025 14:29	3/13/2025 14:29							3/13/2025 14:29	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		Samsung Brand Strategy			Completed	5/29/2025 13:58	5/29/2025 13:58						5/29/2025 15:02	5/29/2025 15:02	64	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:00	2/1/2025 22:00							2/1/2025 22:00	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Apache Tomcat Server from Beginners to Advanced			In Progress	4/15/2025 21:30									86	8.15	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:26						2/12/2025 15:30	5/13/2025 12:26	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:26	5/13/2025 12:26		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:26	90	1.5	0	[SRI-Delhi]HR	1
	 [Functional Competency], [Functional Competency] Database Management, Expertise	Online Content		Complete Microsoft SQL Server Database Administration Course			In Progress	2/1/2025 17:51									23	32	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Cursor Course: FullStack development with Cursor Vibe Coding			Registered	6/6/2025 17:23	6/6/2025 17:23	6/20/2025						6/6/2025 17:23	0	6.88	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:58	4/8/2025 6:58						5/23/2025 12:50	5/23/2025 12:50	67	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Online Content		The Complete Guide to Chess for Beginners (Rated 0 to 1500)			In Progress	5/17/2025 15:02									54	40.67	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 0:06	2/2/2025 0:06							2/2/2025 0:06	0	4	0	(SEU) S/W School	1
		External Content		5 Fundamentals of Leadership - Leadership Development | Simon Sinek			In Progress	12/31/2024 12:48	12/31/2024 12:48							12/31/2024 12:48	0	0.45	0	External Content	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		AWS Certified Solutions Architect Associate | WARP 9			In Progress	12/31/2024 14:56	12/31/2024 14:56							12/31/2024 14:56	0	4.98	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:34						3/28/2025 16:15	5/14/2025 11:34	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:27	5/13/2025 12:27		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:27	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:25	5/14/2025 11:25		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:25	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:34	5/14/2025 11:34		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:34	72090	1.5	0	[SRI-Delhi]HR	1
	 [Functional Competency], [Functional Competency] Data Analysis, Expertise	Online Content		Leading a Data-Driven Culture with Confidence			In Progress	3/26/2025 22:32									16	1.18	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Learn AWS Identity Management with AWS IAM, SSO & Federation			In Progress	3/8/2025 4:20									95	3.9	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Practice Exams | AWS Certified Solutions Architect Associate			In Progress	3/16/2025 20:21									213	0	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:28	4/8/2025 7:28						5/29/2025 11:20	5/29/2025 11:20	13	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified SysOps Administrator Associate 2025			In Progress	12/31/2024 14:57	12/31/2024 14:57							12/31/2024 14:57	0	26.4	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 23:44	2/1/2025 23:44						5/22/2025 17:10	5/22/2025 17:10	0	4	0	(SEU) S/W School	1
		Online Class		[SIELS] 2024 Understanding of Compliance And Data Protection			In Progress	3/25/2025 18:54	3/25/2025 18:54							3/25/2025 18:54	1	0.43	0	[SIEL-S]Legal & Compliance	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 14:42						2/12/2025 16:00	5/14/2025 14:42	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:27	5/13/2025 12:27		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:27	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:24	5/14/2025 11:24		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:24	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:34	5/14/2025 11:34		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:34	72090	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 14:42	5/14/2025 14:42		CPT_Trainings_Q1_2025_MUltiple Trainings	2/12/2025 14:00	2/12/2025 16:00	IST	2/12/2025 16:00	5/14/2025 14:42	120	2	0	[SRI-Delhi]HR	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Convolutional Neural Networks in Python: CNN Computer Vision			In Progress	1/8/2025 16:53									32	7.78	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)			In Progress	1/8/2025 14:40									6	17.22	0	(Udemy) ???	
		External Content		https://samsungu.udemy.com/course/coroutines/			In Progress	1/8/2025 12:58	1/8/2025 12:58							1/8/2025 12:58	0	0	0	External Content	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:21	4/8/2025 7:21						4/15/2025 12:44	4/15/2025 12:44	14	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Session		Udemy License Request (2025-2026)	License Request	The UniverSE, Gyeonggi-do, Korea	Registered	3/25/2025 18:51	3/25/2025 18:51		??? ???? ?? (2024-2025)	3/31/2026 17:00	3/31/2026 17:30	KST		3/25/2025 18:51	0	0.02	0	(SEU) L&D Strategy	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 21:53	2/1/2025 21:53							2/1/2025 21:53	0	4	0	(SEU) S/W School	1
		External Content		Building Production-Ready Apps with Large Language Models			In Progress	1/27/2025 14:08	1/27/2025 14:08							1/27/2025 14:08	0	1	0	External Content	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:34						3/28/2025 16:15	5/14/2025 11:34	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:25	5/13/2025 12:25		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:25	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:24	5/14/2025 11:24		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:24	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:34	5/14/2025 11:34		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:34	72090	1.5	0	[SRI-Delhi]HR	1
		External Content		Generative AI for Developers			In Progress	1/13/2025 19:40	1/13/2025 19:40							1/13/2025 19:40	0	1	0	External Content	1
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 11:08	4/7/2025 11:08						4/7/2025 14:04	4/7/2025 14:04	11	0.25	0	(SEU) Sales&Marketing School	1
		External Content		Vector Databases: from Embeddings to Applications			In Progress	1/27/2025 14:09	1/27/2025 14:09							1/27/2025 14:09	0	1	0	External Content	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 0:13	2/2/2025 0:13							2/2/2025 0:13	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:34						3/28/2025 16:15	5/14/2025 11:34	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:27	5/13/2025 12:27		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:27	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:25	5/14/2025 11:25		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:25	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:34	5/14/2025 11:34		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:34	72090	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:31	4/8/2025 7:31						5/21/2025 11:38	5/21/2025 11:38	39	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 21:54	2/1/2025 21:54							2/1/2025 21:54	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 14:48						3/26/2025 16:00	5/23/2025 14:48	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:25	5/13/2025 12:25		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:25	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 14:48	5/23/2025 14:48		Budget Approval Training	3/26/2025 15:00	3/26/2025 16:00	IST	3/26/2025 16:00	5/23/2025 14:48	60	1	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:57	4/8/2025 6:57						5/26/2025 18:55	5/26/2025 18:55	120	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 21:54	2/1/2025 21:54							2/1/2025 21:54	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		6/9/2025 17:28						2/13/2025 17:00	6/9/2025 17:28	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	6/9/2025 17:28	6/9/2025 17:28		TLC_13 FEB 2025	2/13/2025 15:00	2/13/2025 17:00	IST	2/13/2025 17:00	6/9/2025 17:28	120	2	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:57	4/8/2025 6:57						4/22/2025 12:34	4/22/2025 12:34	13	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 21:50	2/1/2025 21:50							2/1/2025 21:50	0	4	0	(SEU) S/W School	1
		Online Class		[SIELS] 2024 Understanding of Compliance And Data Protection			In Progress	5/14/2025 8:57	5/14/2025 8:57							5/14/2025 8:57	346	0.43	0	[SIEL-S]Legal & Compliance	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:56	4/8/2025 6:56						5/14/2025 8:53	5/14/2025 8:53	14	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Session		Udemy License Request (2025-2026)	License Request	The UniverSE, Gyeonggi-do, Korea	Registered	2/21/2025 15:05	2/21/2025 15:05		??? ???? ?? (2024-2025)	3/31/2026 17:00	3/31/2026 17:30	KST		2/21/2025 15:05	0	0.02	0	(SEU) L&D Strategy	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 23:44	2/1/2025 23:44						6/6/2025 18:48	6/6/2025 18:48	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Advanced NLP Techniques: LoRA for Fine-Tuning Llama3 LLMs			In Progress	4/27/2025 21:30									0	0.53	0	(Udemy) ???	
		External Content		Finetuning Large Language Models			Completed	5/21/2025 17:45	5/21/2025 17:45						5/22/2025 18:13	5/22/2025 18:13	0	1	0	External Content	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LangGraph- Develop LLM powered AI agents with LangGraph			In Progress	1/18/2025 19:52								4/27/2025 8:47	386	7.7	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		LLM - Fine tune with custom data			In Progress	5/12/2025 21:30									0	5.38	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LLM Fine Tuning Fundamentals + Fine tune OpenAI GPT model			In Progress	5/12/2025 21:30									0	3.47	0	(Udemy) ???	
